id,user_id,store_id,external_store_id,store_name,duty_status,duty_process_status,store_qr_code_id,store_sp_no,store_mch_id,divide_up_limit,store_remark,create_time,update_time,divide_settle_type,store_et_qr_code_id,store_out_qr_code_id,vip_pay_falg,store_type,dt
1246,1edb2603691443c283dc504af3dccb2e,fd23428193c64d1a9a630f2c65f2c08b,,河南美的生活电器旗舰店,-1,100,,6.02403E+17,,-1,,49:18.0,02:11.0,1,60a1007c90c445c5a131bd6f0b7eff4b,db377de886b04c42a89602114f3aee3a,0,1,2025/4/21
1248,d121d8db979f4b6bba68a00994cb1876,a5cf73242cfb4b3f80e8c9c368519a15,,重庆旭科美的吾悦仓,1,100,,6.02403E+17,,-1,,25:55.0,26:58.0,1,d784326d0b8b428fbed6c655320095f8,470452cebcb14905bb67af4a69faa003,0,1,2025/4/22
1250,d121d8db979f4b6bba68a00994cb1876,d7b2975fd4464d2a99a56dcd68160fc8,,重庆旭科美的万科金色悦城仓,1,100,,6.02403E+17,,-1,,26:42.0,25:16.0,1,8626d327b66944b79b975d76d8b8c367,b653d8be14d84a178a68f34c8ba1710d,0,1,2025/4/23
1252,9e5e2ae3744f4c32802c44caa9abdc13,b178dec371e049b98e654efc5770199e,,金锁安防超市,-1,100,,6.02403E+17,,-1,,48:37.0,23:43.0,1,,,0,,2025/3/24
1254,64f83dc40d1e447cbb5c4b3e52cbfc3b,7032d18f4f96444aab3e32bca55b23b5,,万德福沈阳七院店,1,100,,8.9833E+14,LNWDF2409,-1,1.袋收费大0.5中0.3小0.2，密码锁出门左手边，开门密码8个8 2.有二楼是休息区和库房，无贵重物品无商品 3.一联区域经理夏宇恒15542810518，二联大区经理司雨17614047857 4.糯米兹：须开盒扫单个商品的条码，可散卖，一盒里5个,56:39.0,09:57.0,2,10f2df8945d24f44a2719edc9c7c9cb0,cdafe8a807b64cb3abed43e25242ed9e,0,3,2025/4/23
1256,c6eff5f177624b9ea250062b717fd0f8,91e46163546a4181aced804b743c9e88,,四川乐山京东母婴生活馆,1,100,,6.02403E+17,4.02503E+17,60,门禁密码：666666 老板电话：13881322566,38:20.0,17:30.0,1,3406c3f238c540ee9798f18f3e8e248f,15ac6318ed3547c2add76568f6d8a2ec,0,2,2025/4/23
1258,ce663596059a475b8461222eafe00aaf,d43a126ed74f4f549255cf651fa8636b,,湖州三联超市,1,100,,6.02403E+17,4.02503E+17,-1,门禁密码：112200。 有冰柜。烟酒正常售卖。 其他电话：13376898030。 购物袋自取。,32:42.0,22:17.0,3,ddac173d049047e0bed5cab9f63da74b,2e73a8cff25742e0be675f80b3e4d96a,0,2,2025/4/23
1260,3dca2fbff3684ea58f69f8b49ccb0295,1a8e373ba8ba4b4ab3f87ace72177fe4,,无锡美的生活旗舰店（东环路店）,1,1,,6.02403E+17,,-1,,32:28.0,07:14.0,1,5e312444224d497aa93932d1b4761e6d,e27498d78fb2468e9c21f5b5afefefe2,0,1,2025/4/12
1262,3f92760b1c9548abb8174e67644ad602,e2313f4feec44090a52ffa45801347af,,武汉实鑫快乐购,1,1,,6.02403E+17,,-1,,45:05.0,21:58.0,1,5f880870e282467b9c5de9888590532c,0028d83819874e4b80ca59579830efc6,0,1,2025/4/7
1264,241a7c47e70b4cd5b51f2d646c22fc9e,188c3eddbffb4dafad13c5b3090b54c1,,西安苏泊尔（品牌专卖仓）,-1,100,,6.02403E+17,,-1,,10:32.0,57:32.0,1,,,0,1,2025/4/9
1266,4038d045020d46ce96110579efb69894,c79321b57fb443f09265dcd3d759863b,,武汉优品坊,1,1,,6.02403E+17,,-1,,35:57.0,30:23.0,1,5a06330c63c6408dbdbce44637092988,0a073ff8e9b14c6a9ab01c9c9d494b19,0,1,2025/4/10
1268,c90a0b8e14ab48989a75700213049314,2174708d5d584f0a9f410302adce4a1c,,佛山绿岛天猫小店,1,100,,6.02403E+17,4.02503E+17,-1,1.袋免费，成条烟卖，也可拆条，成件酒水可拆箱 2.开门密码705159，密码锁出门左手边 3.老板电话15920705159,11:35.0,52:08.0,3,7b44457db8bd4fb09704031bfab10c90,470f6f7a396a48819ff0579dcd25d80f,0,2,2025/4/23
1270,bfcf5503a7af439794ad72f47d5dab3d,5e22cb1f78e146c9ab7a3a82a21da1b8,,杭州下沙E佳便利店,1,100,,6.02403E+17,4.02503E+17,-1,门禁：112200 老板电话：13632667056 柜台里面有购物袋 日用品在后门 乐事70g薯片售价７元 南孚电池售价１颗３元 炫迈１０元１盒 棒棒糖5毛一个,28:04.0,49:05.0,3,dfd5c2e3e7644acc960d74db7db4c884,35e03763a23f44aa9ce2a96fd497702f,0,2,2025/4/23
1272,64b19715608e4f4698befac4076e5cfb,ecb6242cf3ff4b5ab5f8723d77e545de,,江苏常熟八加一便利店,-1,100,,6.02403E+17,,-1,,54:13.0,54:37.0,1,,,0,2,2025/4/21
1274,0500f2f3100549099ca47600871d8a9e,ced403189c544e2284b55595a7627f36,,济南汉鼎奥莱渔具,1,100,,6.02403E+17,4.02503E+17,60,1.袋免费，挂在收银台侧面，鱼竿需要要扫竿身上码，不能扫外包装上的，成条烟要销售，可拆包，成件酒水饮料都可以拆箱 2.密码锁在出门右手边，开门密码：123456， 3.联系人：13205401232。19953177171 4.消费满20元，送1个1元的铅皮 5.蚯蚓的条码在桌子上,19:16.0,27:12.0,1,cbdef856dc25463e87f46974f2b8ccad,6ad87c3bb48a499a9eee0e1fddbdc5be,0,2,2025/4/23
1276,c81b1f5c8e0146c2a7ff76288e4f7782,ea4f2c83d79341a8803750227c92d23e,,杭州杭城购生活超市,1,100,,6.02403E+17,4.02503E+17,-1,门禁：11220 老板：15828016801。 烟酒值守期间正常售卖，购物自取。,24:53.0,35:53.0,3,96fbaa82a97b46ad817bfc244333e76c,c4d91efbe23a498496fb389cab82fcbd,0,2,2025/4/23
1278,42bf1f2c040e41afb8c1ceb2fb9e302e,4206fef714be4beba1fd11bf4b88ad93,,苏泊尔重庆观音桥仓,-1,100,,6.02403E+17,,-1,,25:55.0,19:34.0,1,0f05201bcc0e4af7ad30c481b9c29a23,16ca70a9867b4e8597c712a638a05986,0,1,2025/4/21
1280,44d6570d5fa1453885fd425733cdd737,bf892e140fa6490980e7427e60caea48,,成都展会测试店铺,-1,100,,6.02403E+17,4.02503E+17,-1,呼叫配合，话术您好，/有什么可以帮您？该店为展会展示使用，展会时间25、26、27日，早8:20-18:00，扫码进出门，2个图像，一个货架的商品，都是饮料，可以扫码正常支付,17:39.0,01:26.0,1,ce24d2cae22241e7877ccbfc52c22d3a,e21a644da6834b0083624791a4616f61,0,,2025/4/6
1282,ca4f061f52bc4605919e2bc47910aeb7,3ae19b4bff9a46dabb451aa2df252d17,,杭州甜美综合商店,-1,100,,6.02403E+17,,-1,,20:58.0,21:52.0,1,,,0,2,2025/4/21
1284,0cca3129a7504d4c94e363c0d7e28ee7,ea59d334f1f34a6fb37db100de7daddf,,河南漯河优购时刻超市,1,100,,6.02403E+17,4.02503E+17,60,1.袋免费，烟可成条售卖，不可拆条，酒不可拆箱 2.密码锁出门右手边，密码123456 3.老板电话15639599990,27:43.0,42:32.0,1,80b14f63eecd4491bbb9f820f4af5bd8,f28223873efa41809b1c67da8e2e9281,0,2,2025/4/23
1286,b7460729b5294e8bb93273ad62ab9c48,941e23519168420899ec1ba3fb37aa3e,,杭州金寓便利店,1,100,,6.02403E+17,4.02503E+17,-1,门禁：112200 老板电话：18868140831   13357115590 扑克牌在雪糕冰柜上,35:42.0,38:33.0,3,bb231e76a7ad443d950b081ceba9151b,40fa85908a9a4d18ab73231cf2babae7,0,2,2025/4/23
1288,a7a65fdb544e4f7498e17c434fe91280,5f83545aa60b4b9db3e22aaaeabe4eca,,河南驻马店互联网+24小时便利,1,100,,6.02403E+17,4.02503E+17,60,1.袋免费，密码锁出门左手边，开门密码654321 2.老板电话18625318712 3.成条烟不卖不摆，成件商品扫不出来码不卖，可以拆卖,36:53.0,51:23.0,1,74143179e6554c41bacb0450735b7055,2f40df67a7c64a7eb5ff76dbdb30359e,0,2,2025/4/23
1290,b85a9ad80dd2491cb867bd35cff54a3e,6ee36ecdd11d4ecabfa1c154fbbf219b,,深圳美佳亲便利店,1,100,,6.02403E+17,4.02503E+17,60,门禁密码：666666。 烟酒正常售卖。值守期间不售卖熟食，有冰柜。购物袋自取。 注意关注下仓库门。 纸巾和打火机都是1元，散装槟榔2元一个,46:23.0,43:30.0,1,a4ff1be6c4fd4b9fa653ccdd02b843e5,97d767d880b3454da67cff1b5ae870af,0,2,2025/4/23
1292,8f168cd127cf4e2a90fd17732a975cd7,e4c542c9d31845279abe09ad6cd7c928,,济南历下好客开元便利店,1,100,,6.02403E+17,4.02503E+17,-1,1.袋免费（在收银台下方），成条烟 2.开门密码 135246，密码锁在出门右手边 3.齐老板电话：13402220062 4.真知棒棒棒糖自定义商品1元,54:11.0,49:02.0,3,8e0ed336387b4923bcc8711aae39c482,f5f611141de147e289383c460929f1a1,0,2,2025/4/23
1294,c2ab7fa0bb36440b803042c266c1692d,0cf1815f745048d79e1f82635d0bd879,,广州新胜便利店,-1,100,,6.02403E+17,4.02504E+17,60,门禁：159357 管理密码:ys18924052405 老板电话：18924052405,47:29.0,31:06.0,1,6566e31132784ff3af609d37f016a82e,f14a756bf58541e78f86a045c7737fba,0,2,2025/4/21
1296,6a6ba2108c1f44da9a0e2a9d02ae9a07,d95b6fd7a43c4c92b001f23d3c624df7,,新店（东城店）,-1,100,,6.02403E+17,,-1,,28:02.0,31:35.0,1,,,0,,2025/4/1
1298,2d928747b49d4547aeafdf88784cccd4,fabc71ce41224854afae04e95e756fde,,友客便利店（废弃）,-1,100,,6.02403E+17,,-1,,17:23.0,48:20.0,1,,,0,,2025/4/6
1300,14387df34c3b4bb38c256a9615852d52,4e8d408739244d959fbef204ea52fa3c,,浙江桐庐乐果成人用品店,1,100,,6.02403E+17,4.02503E+17,-1,门禁密码：112200,44:51.0,14:15.0,3,f018d355f4404fbcbf98c8136d3987d8,b8e3ec900a964cd2b4dca434881133d4,0,2,2025/4/23
1302,b6d609e822394f65b40def460ca8d09c,4a61dc0566f6491fb66fdd7d8b77c4b2,,威海友客便利店,-1,100,,6.02403E+17,4.02503E+17,-1,,49:13.0,08:10.0,1,,,0,2,2025/4/9
1304,c5ba94e481a04e3ca08ddd11fb6c832a,510e9f59a8024b64a1ce3891daa25c05,,河南洛阳世杰批发部（废弃）,-1,100,,6.02403E+17,,-1,,30:01.0,23:03.0,1,,,0,,2025/4/6
1306,95d0cc975d2249249ced74af4b79dd74,993f1c2d4733473e9e4e25289b676e31,,萤石样板间-十足,1,100,,8.9833E+14,HZSZBLD3611,-1,,38:38.0,25:22.0,1,d7b7098edb524e4782bf332f2a6ca681,b1c9843ceeea402ab6608f69ba2f1308,0,0,2025/4/23
1308,16dfd71764a84b4ea0852a689ed957e8,0359f4dbd14240e5956f8707ed037abe,,杭州拱墅区琳姐便利店,-1,100,,6.02403E+17,4.02503E+17,-1,门禁密码：112200 烟酒正常售卖。有冰柜，购物袋自取。 超市内的门，不要让客户进。,58:31.0,03:06.0,3,2553bf03d1174ec79a36ded7e6d8c7f6,6cf4e6a3cf48461b982b169e1c67b968,0,2,2025/4/23
1310,a281b0d16b674679a114c1236c9842e5,89737fbe54c142848dae86a52a7e8daa,,佛山禅城旭辰东便利店,-1,100,,6.02403E+17,4.02503E+17,-1,,10:01.0,42:48.0,1,,,0,2,2025/4/10
1312,14cdaa7b6e2845199acd52d42542ba90,f0ee1a2cda1148efb007748e47ca7543,,乌鲁木齐力涛荣必勤购物店（废弃）,-1,100,,6.02403E+17,,-1,,22:48.0,09:09.0,1,,,0,2,2025/4/10
1314,ab3e75e2a5d84f88a2791b04cc3784e9,a6b477f2064b4e2eb4bdbf1f4a20c507,,济南家家乐超市,-1,100,,6.02403E+17,4.02503E+17,60,,32:32.0,58:55.0,1,,,0,2,2025/4/17
1316,76011900c629454c82bebd6fdbff7e68,8f8be8805c244aa6a1dd6e3531d5c9e7,,新疆乌鲁木齐力涛荣必勤购物店,1,100,,6.02403E+17,4.02503E+17,60,1.购物袋免费，挂收银台外边，成条烟可以售卖，可拆条 2.密码锁在出门右手边，密码240928 3.老板电话，13579288216,08:46.0,42:10.0,1,7a26e41319c04f63afda4b25d07c2cba,7ac3f98dda894c3d8e0eb1fb5512a9e4,0,2,2025/4/23
1318,3e414963b2514c6899967f58d7547da1,e9e106857ec04d649c281b0d2dfb7ccd,,7-11杭州恒生店,-1,100,,6.02403E+17,4.02406E+17,60,,55:26.0,00:22.0,1,,,0,,2025/3/27
1320,e8f1e790c431440f94392d1b39e6398c,3ab658f057504b038c5666cb0349db57,,临沂莒南有家好超市,1,100,,6.02403E+17,4.02503E+17,-1,1.袋免费（挂在收银台外侧或台面），无整条烟，泡泡糖扫盒0.25元/个，地锁在门内有后门 2.联系人：13793901507，5689611507 3.开门密码789789，密码锁安装在出门左侧,57:59.0,07:37.0,3,8b72b252e2fd482cbc2ced511f2c2518,de4dc4ebf72c4c1ba79e175744a7bb09,0,2,2025/4/23
1322,7a0bbc128a96472082671c2038a055a8,93c9564584c44e9d8748f63fb0e33f67,,山东中盛大药房6店,-1,100,,6.02403E+17,4.02504E+17,-1,,17:56.0,02:23.0,1,970d8b02d7174966b79e9017576f8a67,5f9daec291d541a3b61639937e6cdd54,0,3,2025/4/23
1324,7a0bbc128a96472082671c2038a055a8,d838b19830dd42b98f444d58a349a15f,,山东中盛大药房60店,-1,100,,6.02403E+17,4.02504E+17,-1,,18:52.0,54:00.0,1,28f4da04e17644509600df47a55a98b8,fbd15606f5224593b934c0bc2663aaa0,0,3,2025/4/18
1326,7a0bbc128a96472082671c2038a055a8,547ed1eb0fa04452a248234e4a11149c,,山东中盛大药房28店,-1,100,,6.02403E+17,4.02504E+17,-1,,19:46.0,50:50.0,1,de8446cce5d246f0b6aea93b064ab528,b212b6d1254b429296562af690611b14,0,3,2025/4/23
1328,686dcc32115f4c60944fe31a202130b8,eac72c887f5d4f59aadff944956ed25c,,美的陕西净美北郊渭滨路仓,1,1,,6.02403E+17,,-1,,46:28.0,01:11.0,1,e872aca9496d442d946ea6610c6ab92b,3e3f581adf6b4860b708c4d8c10dcbcb,0,1,2025/4/9
1330,cdc915390b7f4445ad4d1e98530ae58c,3815ec7904564662b41312edf6dff57e,,四川德阳旌阳区福运超市,-1,100,,6.02403E+17,4.02503E+17,60,门禁：123456    管理员密码：aa147259 老板电话：13708101038,55:59.0,32:52.0,1,955f5c4c5a6949a28b95cb17c9dee016,c6e207f8cc2d435d8871d8df2c0992ad,0,,2025/4/6
1332,eefacdacd22442ae87ee605ad4794cb3,ef3ca719d8014f99be4e784d98e2abba,,杭州苏泊尔天虹2仓,1,1,,6.02403E+17,,-1,,10:50.0,21:39.0,1,c898a28a6a2d457b83c68e6646a57396,f2c96bf4d8894c8f91af09395fe3b8c3,0,1,2025/4/23
1334,700c6676a0014a05875f07e8d04a7add,bcf2ac08765f4ab58bb77939478a5c30,,哈尔滨市松北区哈选超市,1,100,,6.02403E+17,4.02504E+17,60,1.微波，无烟，购物袋免费，整箱商品不能拆包 2.密码锁在出门的右侧，密码：5678 3.杨总:13804552241 4.“自助间”通道：有热水、可以用微波炉 5.团购商品顾客直接拿走 6.豆沙面包2.5元一个，已添加自定义商品,49:05.0,48:20.0,1,d1b1359f71be48a78bb207ff23b6c784,9c9b6ec9ae2e4722b9b2226e2b57d67b,0,2,2025/4/23
1336,1aa694ceeb2448f8bbb048ab52d6522a,e879674c976b4fe7add34c87757d21e6,,昆明阳光每一天便利店,1,1,,6.02403E+17,4.02504E+17,-1,门禁密码：666666。 烟酒正常售卖。 老板电话：13888480015。,59:18.0,54:05.0,3,f3cd7b285cc149d9aa38c515cfd6a07c,4ceac9e9cefc489aa0845abe690b6252,0,2,2025/4/23
1338,7a99b964391a47e6a95872f954fa8a18,c33dab6e158d4e41b73d88977681b7f0,,山西永济e家便利店,1,100,,6.02403E+17,4.02503E+17,60,1.袋免费，成条烟正常卖，成件的酒水可以拆箱 2.老板电话：135 9356 9152，155 3626 1669、155 8196 6381 3.正门是对开门，后门在收银台旁边（单门） 4.开门密码：258000,57:10.0,10:46.0,1,,,0,2,2025/4/23
1340,075c5fa0c36d4c37928154977b453c11,30a72fdd118a4462898d7ee820b9f2e7,,山西多多零食折扣店,-1,100,,6.02403E+17,,-1,,16:07.0,16:32.0,1,,,0,,2025/3/31
1342,d121d8db979f4b6bba68a00994cb1876,f37695d3736e4f37bb9d062f693ca599,,重庆旭科美的天宫广场仓,1,100,,6.02403E+17,,-1,,21:54.0,05:54.0,1,59e0afd2c5634ea296baff69563b24c1,eae9bd3551a9435ea7dd53bc0ba6686e,0,1,2025/4/22
1344,d121d8db979f4b6bba68a00994cb1876,f118b789de0d4bfe85a0cc0670a959df,,重庆旭科美的大渡口仓,1,100,,6.02403E+17,,-1,,22:58.0,08:04.0,1,5308b8218ad84b358f87b4aa1ed95bc0,cc57a4a9ca4646d1827882349825712a,0,1,2025/4/23
1346,d121d8db979f4b6bba68a00994cb1876,44216efd0f59436da6a509d5c7e1a28c,,重庆旭科美的歇台子仓,1,100,,6.02403E+17,,-1,,23:51.0,54:41.0,1,3ad60aea340c4e40821e112676cffd28,60e211d6662145f1b80b79b3a1f7d622,0,1,2025/4/23
1348,08c63e811d874ee59e72089276be3597,3046888fa21b4be985d1e2f316f01ce2,,无锡新吴开华便利百货店,-1,100,,6.02403E+17,4.02503E+17,60,1.袋免费（在桌面上成卷的，提示需要的话抽一个），暂时无烟，烟证下来再卖烟（不卖成条烟），成件不让拆包！ 2.感应门，扫码进出（没安微波），侧门值守时上锁 3.开门密码20021227，密码锁在出门右侧墙上 4.许老板：159 6173 4993 5.无码商品：普通打火机无码1元，防风打火机2元有条码,35:40.0,30:05.0,1,3968e28e044b4607ac6afc7163889627,7eb88c32085d4a129c0a83a179e1969d,0,2,2025/4/7
1350,d3014942bfcf4c50aa8f65974d1c2dc9,b25d63a46ca3413eb1654baaa6512135,,树懒易购,-1,100,,6.02403E+17,,-1,,18:07.0,18:07.0,1,,,0,,2025/3/31
1352,3e043853e9994fc38a90367154965b4a,c46a25bcdb4946ad8cabe5870a133793,,杭州福彩便利店,1,100,,6.02403E+17,4.02504E+17,-1,,19:53.0,22:18.0,1,52a6d74c4d784ea881b6f2b24a371c08,06a8259642ce461a89cf70981e2656d5,0,2,2025/4/13
1354,422f9135c26b431cbb47e787e042b925,a4c0feb68ea34857a90f61944279e4d6,,河南漯河春夏秋冬生活馆,-1,100,,6.02403E+17,,-1,,37:03.0,40:53.0,1,,,0,,2025/3/31
1356,cb70050ca45a4cfaba16929e87daf24e,e87045ccd59648b69563dd70f71870b3,,四川中江挂面便利店,-1,100,,6.02403E+17,4.02504E+17,60,门禁：123456 管理员密码：aa147259 老板电话：180116168578,49:27.0,29:41.0,1,dd8f3c6e7e4f49a380d2c885ad91e6f8,35e25eb5e4df4e4c81519a8000f2cce3,0,2,2025/4/12
1358,9442c34f504f463c89e0ef59489a9479,ba3a7a4fe7b2431b92179985ffb668b2,,四川中江励博烟酒,-1,100,,6.02403E+17,4.02504E+17,60,,04:07.0,01:53.0,1,,,0,,2025/4/4
1360,a076014e1b6a419fa1a06efe3f1b3006,cfb2d8053890449fb8fb6586e9974500,,浙江桐庐万昌烟酒商行（废弃）,-1,100,,6.02403E+17,4.02504E+17,-1,,13:34.0,53:04.0,1,,,0,2,2025/4/19
1362,90899c235116448f8e74c6ed15c4f1a8,d2ee109be295473aa346d3806d5ca824,,山东威海百仟里便利店,1,100,,6.02403E+17,4.02504E+17,-1,1.购物袋免费，成件商品可拆包 2.密码锁出门右手边，开门密码：666888 3.老板电话：18263130036,31:44.0,36:16.0,3,,,0,2,2025/4/23
1364,b91fe9c4b41d4628bd343985a82bdbd2,481a2b827066498893d8f0372680cc9f,,石家庄佑佐烟酒,1,100,,6.02403E+17,4.02504E+17,-1,1.袋免费（在收银台侧面），成条烟摆出来的卖（可拆条），不摆的不卖，烟库房上锁（不让顾客进） 2.老板电话137 3971 6700 3.开门密码860806，密码锁安装出门右手边 4.关注：门能不能关严,44:23.0,47:28.0,3,3aef176c24df4b1b82f4ae60fd06886a,7a141cc3a14e414abf637ab26d685b04,0,2,2025/4/23
1366,e351f4418f1f4fd7968bcb9902d2a935,121e18cab31642be8ea6ee2d39559141,,杭州蜻蜓停车场,1,1,,1,,-1,,11:46.0,25:17.0,1,3bc1b2285e6c4d159fce6b50c0983134,8eb9f37ac31d44129789292b5a7b445a,0,0,2025/4/23
1368,2fe12744f6dc4db0a60a4caad3143a2e,31350ae6a862475a9113c89d3f10a7a1,,河南洛阳世杰批发部,1,100,,6.02403E+17,4.02504E+17,60,,23:34.0,32:58.0,1,d5d54f9534214de8a9de45bb03e31a85,d6889700e6884b7daf33da1ce57db758,0,2,2025/4/23
1370,3ada06d57fa1411e974aba9a8c595a72,726c702f49eb4866b8595241c0ea3a13,,广州立客有便利店2店（废弃）,-1,100,,6.02403E+17,,-1,,21:29.0,04:54.0,1,,,0,0,2025/4/19
1372,2efe07b07f4a48afad53873707a96b72,30bc2af7af8743ce853ecd09330f95c8,,济南泰山尊客平购鲜超,1,100,,6.02403E+17,4.02504E+17,-1,1.袋免费，可售卖成条烟，但不拆条，成箱酒水正常售卖 2.密码锁安装出门左手边，开门密码135246 3.老板娘18678869788、老板 18678826788,18:30.0,54:24.0,3,9839cb4c22be48c38cabefb7591530c4,e4ccbae95066400d9a909a07ca116ee7,0,2,2025/4/23
1374,6248a65a8e1b4e3d9330955214b45830,66ba1ebadd34416a8c029dd3bdadc8e6,,山东威海营地便利店,1,100,,6.02403E+17,4.02504E+17,-1,1.袋免费，暂时无烟（过段时间上烟），成件酒水可以拆包，扫码进出门 2.店员电话156 3433 7628 3.开门密码666888，密码锁安装在出门右手边 4.有无码商品，30的被是灰黄格，25的被是灰白格,32:16.0,54:31.0,3,733ba00c4cb749aeb9ac4e3353da4771,18a517715b684b8b8ca0a26b78ae08ef,0,2,2025/4/23
1376,5332f31825de42008ff6c1eeaa42c0c8,de694dd312c2452bbfc037bda68fe096,,四川绵阳佳弘商贸部,-1,100,,6.02403E+17,4.02504E+17,60,,44:10.0,59:42.0,1,,,0,,2025/4/4
1378,cb4f53dc9b2c462e90f3a57d67b8a8e0,6389ccf7a4414dd7866447837db72433,,福建三明易购便利店,-1,100,,6.02403E+17,4.02504E+17,60,门禁密码：123321,48:17.0,19:58.0,1,d598825758d14cbf9b0246b0668983ad,02c191c0a02d4a3cbc681a48efe98d03,0,2,2025/4/19
1380,83cdd93bd5e9485bac275c2ac57d560d,bcf4b0cc2bcb4ce3b5275580b4cc4206,,成都金牛区防水补漏建材一店,-1,100,,6.02403E+17,,-1,,08:32.0,09:44.0,1,,,0,2,2025/4/22
1382,baab518bbf0f4313894300701ea2a928,33e4206ce2574085a62999b4c10a3b27,,重庆美宜佳锦绣笙邻店,-1,100,,6.02403E+17,4.02504E+17,60,门禁：159357 电话：15334529985,46:33.0,39:45.0,1,59de465cb0ec494d88580a2af880cbec,5473fe36912241b8a4b01969c82235c5,0,2,2025/4/23
1384,1f6accc035cb4cb0834211b1ca9ca96d,fa379de1bdc94875bdb9cd2590169537,,重庆美宜佳裕城理想店,1,100,,6.02403E+17,4.02504E+17,60,管理员密码：aa181012 门禁密码：01393 老板电话：朱:13594148311,49:55.0,58:12.0,1,3f4e67c4b3ae45a6a59291c059d0596e,463957138ccb4966a70db54e4577e860,0,2,2025/4/23
1386,e00c9f0431534233b9174a857006d811,a01882bc59554d3e8bc96a876a617078,,定州边彩欣综合超市,1,100,,6.02403E+17,4.02504E+17,-1,1、早7点至晚10点期间有客户进店议价，让其加老板微信（在收银台），自行沟通 2、老板补货时，需共同计数 3、打火机码在柜台边上贴着，需要时扫码 老板电话边彩欣13333126096    13231230821,48:53.0,13:04.0,3,249093de0d0044f09c72af1280df158f,b8b451c2af074c38849da667e6585358,0,2,2025/4/23
1388,a9fd7936348646c9bf381c766a1c87c0,2f8b1e1fdfa34f33889f69ff4fea98de,,美的武汉添地大厦无人仓,1,1,,6.02403E+17,,-1,,35:02.0,58:48.0,1,a91d85e434ac4d5db404cc4a35bc005c,994fc281f53846838c5aead1b85fe809,0,5,2025/4/23
1390,e80f15a63a3c473882872a31f8ba34fc,3f8989541afe442f95e553fd61c2a944,,宜宾川宜惠丽雅江宸店,-1,100,,6.02403E+17,4.02504E+17,60,1.袋免费，放收银机旁边，微波进店，扫码出门，没有烟，没有白酒，店内暂无成件商品， 2.楼上是快递驿站，自行核销，不用报告老板 3.联系电话：15883113337，13890934522 4.开门密码113337，密码锁在出门左手边,41:22.0,14:48.0,1,2e112a9f396140e38d4743a8e9a21c56,2aa0e0628cb24b5289315b03c9c1602e,0,2,2025/4/22
1392,be0703661d334416b45c54f129dacfab,d5a4d2ea748e4347bb848b760c6d1a30,,重庆美宜佳中龙路集美东方店,1,100,,6.02403E+17,4.02504E+17,60,门禁：357159 电话：15803020200 散装零食晚上不售卖,43:11.0,31:43.0,1,affbddea52954923b74b0ed964e48bc2,5e95fb2d0e1b489a9b2e5e35ef4f2fb0,0,2,2025/4/23
1394,1d82396f065649358e23517c0fbcc241,633981f6f6a74693a7b6a7c73e184ba4,,佛山晁越美的白云无人仓,1,1,,6.02403E+17,,-1,,44:57.0,55:43.0,1,9d237c7488a34b56bdbb1e5abc30810c,9a6585bcd87843a7bde808fe69ecf7f0,0,1,2025/4/17
1396,65499e0211e94c27828fe5e5aeeea300,e23b1effea044a8ab2a31a4136fc0caa,,美的小家电长春峰胜绿地中央广场店,1,1,,6.02403E+17,,-1,,22:37.0,20:08.0,1,a478ebf60d0f474f9ae50edde58904fe,e7a7db9eea6d407689115f17f227a445,0,5,2025/4/22
1398,d78e87f38e364df6a1fe1c5d0dc71e49,55086fbd4842417bbd12dcfc74c12534,,无人仓-长沙恒东电器,1,100,,6.02403E+17,,-1,1.无人仓值守，没有扫码枪，核对商品数量即可，袋免费，红色袋子是飞利浦的，黑色袋子是飞科的，品牌的袋子不能随意拿 2.联系电话：19908480110 3.开门密码147258，密码锁在门出门右手边,41:45.0,57:27.0,1,20559562b65d456f86c708d33d4cfadb,3f1bb03a03e6426f999450539bd9b4db,0,5,2025/4/23
1400,a8f6ec83f2594ba59ef68771c423b68b,ebf7db331f2642508764a119249e0569,,渤海吉吉超市,1,100,,6.02403E+17,4.02504E+17,-1,袋免费，开门密码819916，密码锁在出门右手边 老板电话153 1555 1583，无烟，暂时无酒 扫码进出门，月租,04:31.0,39:04.0,3,1604e00257d34b26891e789f67d08d97,3a00c148bf15410f9fc173685825db00,0,2,2025/4/23
1402,8aa775dc8e294bf0b8dd11eb21048d00,10cb7049bd6c4761a3026a94c2536091,,明湖柏桥荔枝乐园店,-1,100,,6.02403E+17,4.02412E+17,-1,1.扫码进出，密码锁出门右手边，出门右手边 2.老板电话15768184720 3.暂时无烟，后期可能要上烟，具体时间不确定，啤酒无成箱的,11:09.0,00:17.0,1,5fda430ce63c4a5f8ab555aab75d4cf1,63d764cee9fd4ee9880d984abf214490,0,2,2025/4/23
1404,3b7866d5a1634614b9ae75ecfcfc1c83,4c51833e636e406b92ef58899f5983ce,,南昌美的朝阳无人仓,-1,100,,6.02403E+17,,-1,,17:01.0,08:51.0,1,aa69f35cc7aa40f893acd91f54f164eb,632df69c000e48dba7e961a6ae1209f6,0,1,2025/4/10
1406,3b7866d5a1634614b9ae75ecfcfc1c83,2a8b8ff0de894ac7b330d921c00989df,,南昌美的青云谱天街无人仓,-1,100,,6.02403E+17,,-1,,17:40.0,27:15.0,1,559edae5bcd64ccb9b54af445dab58e0,65a9d61f7868443bb171454c1f135b54,0,1,2025/4/12
